gene,length
bhbd%fig|1491.430.peg.1732|ADU76_07055|,846
bhbd%fig|1491.431.peg.2131|ADU83_01740|,846
bhbd%fig|1491.431.peg.2605|ADU83_02215|,849
bhbd%fig|1491.432.peg.2851|ADU82_01260|,849
bhbd%fig|1491.432.peg.448|ADU82_01920|,846
bhbd%fig|1491.433.peg.592|ADU81_05335|,846
bhbd%fig|1491.433.peg.647|ADU81_05800|,849
bhbd%fig|1491.434.peg.1345|ADU90_07435|,849
bhbd%fig|1491.434.peg.1537|ADU90_08555|,846
bhbd%fig|1491.435.peg.276|ADU89_00130|,846
bhbd%fig|1491.435.peg.947|ADU89_05385|,849
bhbd%fig|1491.436.peg.102|ADU86_03415|,849
bhbd%fig|1491.436.peg.1956|ADU86_10140|,846
bhbd%fig|1491.437.peg.2599|ADU87_01895|,846
bhbd%fig|1491.437.peg.2811|ADU87_12170|,849
bhbd%fig|1491.438.peg.1045|ADU88_06540|,849
bhbd%fig|1491.438.peg.1645|ADU88_09410|,846
bhbd%fig|1491.439.peg.421|ADU84_01570|,846
bhbd%fig|1491.439.peg.2242|ADU84_09865|,849
bhbd%fig|1491.440.peg.55|ADU85_00155|,846
bhbd%fig|1491.440.peg.176|ADU85_01885|,849
bhbd%fig|1491.441.peg.1231|ACP49_18470|,831
bhbd%fig|1491.442.peg.3277|ACP50_15880|,849
bhbd%fig|1491.443.peg.3105|ACP51_17155|,849
bhbd%fig|1491.444.peg.1183|ACP52_07230|,831
bhbd%fig|1491.445.peg.2638|ACP53_17790|,831
bhbd%fig|1491.446.peg.383|ADT22_03770|,849
bhbd%fig|1491.447.peg.2716|ADT23_06000|,831
bhbd%fig|1491.485.peg.1547|,831
bhbd%fig|1491.486.peg.1439|,831
bhbd%fig|1491.487.peg.592|,849
bhbd%fig|1491.488.peg.2035|,831
bhbd%fig|1491.489.peg.2776|,831
bhbd%fig|1491.490.peg.1011|,831
bhbd%fig|1491.491.peg.1464|,831
bhbd%fig|1491.492.peg.1418|,831
bhbd%fig|1491.493.peg.1083|,831
bhbd%fig|1491.494.peg.868|,831
bhbd%fig|1491.495.peg.1308|,831
bhbd%fig|1491.496.peg.2794|,831
bhbd%fig|1491.497.peg.880|,831
bhbd%fig|1491.498.peg.745|,831
bhbd%fig|1491.499.peg.1722|,831
bhbd%fig|1491.500.peg.1599|,831
bhbd%fig|1491.501.peg.1185|,831
bhbd%fig|1491.502.peg.2908|,831
bhbd%fig|1491.503.peg.1113|,849
bhbd%fig|1491.504.peg.2267|,849
bhbd%fig|1491.505.peg.3225|,849
bhbd%fig|1491.506.peg.459|,849
bhbd%fig|1491.507.peg.1188|,849
bhbd%fig|1491.508.peg.2486|,831
bhbd%fig|1491.509.peg.458|,849
bhbd%fig|1491.510.peg.1124|,831
bhbd%fig|1491.511.peg.1349|,831
bhbd%fig|1491.512.peg.508|,831
bhbd%fig|1491.513.peg.3984|,831
bhbd%fig|1491.514.peg.770|,849
bhbd%fig|1491.515.peg.1697|,849
bhbd%fig|1491.516.peg.2630|,831
bhbd%fig|1491.517.peg.1660|,831
bhbd%fig|1491.518.peg.2734|,831
bhbd%fig|1491.519.peg.799|,831
bhbd%fig|1491.520.peg.1390|,831
bhbd%fig|1491.521.peg.1555|,831
bhbd%fig|1491.522.peg.725|,831
bhbd%fig|1491.523.peg.863|,831
bhbd%fig|1491.524.peg.3808|,831
bhbd%fig|1491.525.peg.1346|,831
bhbd%fig|1491.526.peg.370|,831
bhbd%fig|1491.527.peg.3870|,831
bhbd%fig|1491.528.peg.1089|,831
bhbd%fig|1491.529.peg.1753|,831
bhbd%fig|1491.530.peg.2103|,831
bhbd%fig|1491.531.peg.2091|,831
bhbd%fig|1491.532.peg.1109|,831
bhbd%fig|1491.533.peg.2818|,831
bhbd%fig|1491.534.peg.733|,831
bhbd%fig|1491.535.peg.1560|,831
bhbd%fig|1491.536.peg.2041|,831
bhbd%fig|1491.537.peg.835|,831
bhbd%fig|1491.538.peg.1581|,831
bhbd%fig|1491.539.peg.1602|,831
bhbd%fig|1491.540.peg.1943|,831
bhbd%fig|1491.541.peg.3461|,831
bhbd%fig|1492.17.peg.3393|OA81_16235|,849
bhbd%fig|1492.45.peg.3144|SC08_Contig83orf03497|,849
bhbd%fig|1492.46.peg.4577|AK964_17685|,849
bhbd%fig|1492.48.peg.601|ATN24_03170|,849
bhbd%fig|1492.49.peg.5336|,849
bhbd%fig|1492.50.peg.327|ATD26_01740|,849
bhbd%fig|1496.575.peg.210|BG47_11835|,846
bhbd%fig|1496721.3.peg.3018|,873
bhbd%fig|1496722.3.peg.1120|,873
bhbd%fig|1496.831.peg.3609|,846
bhbd%fig|1496.833.peg.2678|,846
bhbd%fig|1496.834.peg.2377|,846
bhbd%fig|1496.835.peg.2140|,846
bhbd%fig|1496.836.peg.956|,846
bhbd%fig|1496.837.peg.2021|,846
bhbd%fig|1496.838.peg.2329|,846
bhbd%fig|1496.840.peg.1543|BN1097_530023|,846
bhbd%fig|1496.841.peg.364|BN1095_140025|,846
bhbd%fig|1496.842.peg.938|TZ54_11815|,846
bhbd%fig|1496.843.peg.1144|CD1058|,846
bhbd%fig|1496.844.peg.2691|,846
bhbd%fig|1496.845.peg.899|,846
bhbd%fig|1496.846.peg.2031|,846
bhbd%fig|1496.847.peg.1850|,846
bhbd%fig|1496.848.peg.1292|IM33_05910|,846
bhbd%fig|1496.849.peg.1158|KW94_05845|,846
bhbd%fig|1496.850.peg.1097|KW95_05995|,846
bhbd%fig|1496.854.peg.1067|PCZ31_1010|,846
bhbd%fig|1496.876.peg.1779|BN1096_550024|,846
bhbd%fig|1496.877.peg.950|ERS445050_00944|,846
bhbd%fig|1496.878.peg.697|,846
bhbd%fig|1496.897.peg.1435|TW87_07540|,846
bhbd%fig|1497953.3.peg.696|HMPREF1869_00706|,846
bhbd%fig|1499683.3.peg.1702|,849
bhbd%fig|1499683.4.peg.1717|,849
bhbd%fig|1499684.3.peg.465|,849
bhbd%fig|1499684.4.peg.465|,849
bhbd%fig|1499689.3.peg.290|,849
bhbd%fig|1499689.4.peg.290|,849
bhbd%fig|1500282.3.peg.2376|,894
bhbd%fig|1500282.3.peg.3244|,1134
bhbd%fig|1500289.3.peg.920|,894
bhbd%fig|1500289.3.peg.3756|,1131
bhbd%fig|1500292.3.peg.357|,1131
bhbd%fig|1500292.3.peg.4109|,894
bhbd%fig|1502.155.peg.2214|,849
bhbd%fig|1502.156.peg.2597|FORC3_2518|,849
bhbd%fig|1502.157.peg.2213|ERS852446_02261|,849
bhbd%fig|1502.174.peg.3061|HMPREF3222_03038|,849
bhbd%fig|1502.176.peg.2667|JFP55_13115|,849
bhbd%fig|1502.177.peg.2807|JFP838_13920|,849
bhbd%fig|1506994.3.peg.2706|,876
bhbd%fig|1509.22.peg.249|,624
bhbd%fig|1509.23.peg.2031|,831
bhbd%fig|1509.24.peg.2879|,831
bhbd%fig|1509.25.peg.1021|,624
bhbd%fig|1509.26.peg.148|,837
bhbd%fig|1509.27.peg.2702|,831
bhbd%fig|1509.28.peg.3373|CLSPO_c33040|,831
bhbd%fig|1509.30.peg.3560|AN649_00965|,831
bhbd%fig|1509.31.peg.392|VT94_03810|,831
bhbd%fig|1509.32.peg.2462|VT96_24420|,831
bhbd%fig|1509.33.peg.1179|VT95_11520|,831
bhbd%fig|1509.34.peg.2043|WG71_19720|,831
bhbd%fig|1509.35.peg.1991|VT91_19170|,831
bhbd%fig|1509.36.peg.1015|VT28_09900|,831
bhbd%fig|1509.37.peg.3534|VT92_34700|,831
bhbd%fig|1509.38.peg.17|VT93_00160|,831
bhbd%fig|1509.39.peg.3388|CLSPOx_16540|,831
bhbd%fig|1509.40.peg.829|,831
bhbd%fig|1509431.4.peg.5139|MHK_004518|,852
bhbd%fig|1509.5.peg.3457|CSPO_10c00790|,831
bhbd%fig|1510391.3.peg.2659|SE37_11190|,849
bhbd%fig|1511746.3.peg.2728|THYS13_26420|,846
bhbd%fig|1512.3.peg.4258|ERS852479_03775|,837
bhbd%fig|1512.4.peg.4163|,837
bhbd%fig|1513.23.peg.403|KY52_02105|,849
bhbd%fig|1513.24.peg.2819|KY55_14445|,849
bhbd%fig|1513.25.peg.791|KY54_04035|,849
bhbd%fig|1513.26.peg.2484|OR63_12260|,849
bhbd%fig|1513.27.peg.2556|OR62_12660|,849
bhbd%fig|1513.28.peg.1070|RS78_05270|,849
bhbd%fig|1515614.3.peg.1119|HQ39_05520|,843
bhbd%fig|1515618.3.peg.899|HQ50_04530|,846
bhbd%fig|1519.10.peg.1849|,849
bhbd%fig|1519439.3.peg.528|,840
bhbd%fig|1519.8.peg.1911|,849
bhbd%fig|1519.9.peg.574|,849
bhbd%fig|1520.6.peg.4543|,849
bhbd%fig|1522.7.peg.41|CIAN88_00200|,840
bhbd%fig|1522.9.peg.2782|ERS852468_02538|,840
bhbd%fig|1523154.3.peg.3712|ClosIBUN125C_CONTIG8g00364|,849
bhbd%fig|1523155.3.peg.2083|ClosIBUN22A_CONTIG193g03921|,849
bhbd%fig|1523156.3.peg.619|ClosIBUN13A_CONTIG120g01845|,849
bhbd%fig|1523157.3.peg.2315|ClosIBUN62F_CONTIG66g02378|,849
bhbd%fig|1531958.3.peg.1115|,846
bhbd%fig|1531959.3.peg.669|,855
bhbd%fig|1531959.3.peg.1854|,852
bhbd%fig|1531961.3.peg.774|,858
bhbd%fig|1531961.3.peg.967|,852
bhbd%fig|1531961.3.peg.3702|,861
bhbd%fig|1531962.3.peg.1015|,840
bhbd%fig|1531962.3.peg.2222|,852
bhbd%fig|1531962.3.peg.3798|,861
bhbd%fig|1535750.3.peg.1664|JS81_08290|,864
bhbd%fig|1536652.3.peg.1833|JT06_08525|,849
bhbd%fig|1536652.3.peg.3440|JT06_16020|,837
bhbd%fig|1537504.3.peg.1540|JT26_07680|,843
bhbd%fig|1539298.3.peg.479|,840
bhbd%fig|1540257.3.peg.3258|,846
bhbd%fig|1548.3.peg.2065|,846
bhbd%fig|1548.3.peg.3196|,846
bhbd%fig|1560217.3.peg.2751|ND00_27210|,831
bhbd%fig|1561.27.peg.1611|UC77_12070|,849
bhbd%fig|1561.28.peg.1544|,849
bhbd%fig|1561.29.peg.2542|ERS852568_02584|,849
bhbd%fig|1561.30.peg.2469|ERS852519_02522|,849
bhbd%fig|1588748.3.peg.356|HMPREF3182_00366|,861
bhbd%fig|1588750.3.peg.552|HMPREF3189_00564|,843
bhbd%fig|159.53.peg.1457|SZ46_11895|,843
bhbd%fig|159.54.peg.1108|SZ43_13030|,843
bhbd%fig|159.55.peg.1834|SZ42_13440|,843
bhbd%fig|159.56.peg.655|SZ41_12720|,843
bhbd%fig|159.57.peg.488|SZ40_10560|,843
bhbd%fig|159.58.peg.863|SZ51_05830|,843
bhbd%fig|159.59.peg.2604|SZ48_00680|,843
bhbd%fig|159.60.peg.2513|SZ45_10235|,843
bhbd%fig|159.61.peg.1319|SZ44_05270|,843
bhbd%fig|159.62.peg.1272|SZ53_11385|,843
bhbd%fig|159.63.peg.2660|SZ52_09890|,843
bhbd%fig|159.64.peg.424|SZ50_10035|,843
bhbd%fig|159.65.peg.1410|SZ49_12100|,843
bhbd%fig|159.66.peg.582|SZ47_11980|,843
bhbd%fig|159.67.peg.1424|SR30_05075|,843
bhbd%fig|159.68.peg.275|SU44_07840|,843
bhbd%fig|159.69.peg.1056|SU46_11795|,843
bhbd%fig|159.70.peg.674|SU45_12475|,843
bhbd%fig|159.71.peg.2734|SU43_08105|,843
bhbd%fig|1603606.3.peg.334|DSOUD_0308|,852
bhbd%fig|1603888.3.peg.424|HMPREF3201_00442|,855
bhbd%fig|1605376.3.peg.107|SY88_01345|,849
bhbd%fig|1605376.3.peg.1706|SY88_13835|,843
bhbd%fig|1617025.3.peg.3887|UF75_3695|,846
bhbd%fig|1617025.3.peg.5585|UF75_5238|,855
bhbd%fig|1622075.3.peg.219|,870
bhbd%fig|162.3.peg.1848|TPHV1_240018|,840
bhbd%fig|1629713.4.peg.722|VR65_01725|,855
bhbd%fig|1629713.4.peg.5742|VR65_03480|,849
bhbd%fig|1629714.3.peg.1364|VR66_04815|,846
bhbd%fig|1629715.3.peg.2636|VR67_06035|,855
bhbd%fig|1629715.3.peg.4237|VR67_09485|,852
bhbd%fig|1629716.3.peg.1947|VR68_15380|,861
bhbd%fig|1629716.3.peg.2160|VR68_16065|,849
bhbd%fig|1629717.3.peg.2603|VR69_07395|,855
bhbd%fig|1629717.3.peg.1729|VR69_13300|,849
bhbd%fig|1629719.3.peg.1316|VR72_03640|,855
bhbd%fig|1629719.3.peg.1969|VR72_18075|,837
bhbd%fig|1633628.3.peg.1346|JGI7_01339|,882
bhbd%fig|1633629.3.peg.1109|JGI8_01110|,882
bhbd%fig|1633630.3.peg.1583|JGI9_01555|,882
bhbd%fig|1633632.3.peg.54|JGI11_00050|,882
bhbd%fig|1633634.3.peg.1877|JGI13_01869|,882
bhbd%fig|1633635.4.peg.444|JGI14_100925|,882
bhbd%fig|1633639.3.peg.1457|JGI20_00317|,882
bhbd%fig|1633642.3.peg.28|JGI25_00027|,882
bhbd%fig|1633643.3.peg.1909|JGI23_01894|,882
bhbd%fig|1637502.3.peg.2504|,846
bhbd%fig|1637510.3.peg.2245|,846
bhbd%fig|1638778.3.peg.673|,846
bhbd%fig|1640514.3.peg.327|XU12_C0002G0067|,858
bhbd%fig|1641393.3.peg.1036|,759
bhbd%fig|1641393.3.peg.552|XD91_1489|,858
bhbd%fig|1643428.3.peg.539|,882
bhbd%fig|1643429.3.peg.792|,882
bhbd%fig|1643430.3.peg.55|,882
bhbd%fig|1643431.3.peg.1947|,882
bhbd%fig|1650661.3.peg.3537|,849
bhbd%fig|1650662.3.peg.2166|,849
bhbd%fig|1658111.3.peg.959|,846
bhbd%fig|166486.7.peg.1333|ERS852572_01299|,873
bhbd%fig|1667357.4.peg.427|AAT22_02165|,843
bhbd%fig|1671629.3.peg.796|,849
bhbd%fig|1671629.3.peg.2037|,846
bhbd%fig|1671629.3.peg.2198|,858
bhbd%fig|1671629.3.peg.1685|,861
bhbd%fig|1671630.3.peg.2124|,855
bhbd%fig|1671631.3.peg.537|,852
bhbd%fig|1671631.3.peg.1040|,852
bhbd%fig|1671631.4.peg.537|,852
bhbd%fig|1671631.4.peg.1040|,852
bhbd%fig|1673717.3.peg.2030|,840
bhbd%fig|1673719.3.peg.1744|,843
bhbd%fig|1673721.3.peg.2563|,849
bhbd%fig|1673723.3.peg.679|,837
bhbd%fig|1673726.3.peg.819|,843
bhbd%fig|1686287.3.peg.195|,837
bhbd%fig|1686289.3.peg.451|,855
bhbd%fig|169435.4.peg.1315|ERS852551_01143|,843
bhbd%fig|1697780.3.peg.428|,774
bhbd%fig|1697781.3.peg.1142|,807
bhbd%fig|1697782.3.peg.2762|,837
bhbd%fig|1697786.3.peg.1315|,840
bhbd%fig|1697791.3.peg.3259|,873
bhbd%fig|1697793.3.peg.266|,840
bhbd%fig|1697794.3.peg.2000|,870
bhbd%fig|1697795.3.peg.3826|,894
bhbd%fig|1702214.3.peg.524|AL399_08950|,846
bhbd%fig|1702221.3.peg.1149|AALO17_11920|,843
bhbd%fig|1703332.3.peg.1183|APZ18_05585|,873
bhbd%fig|1703428.3.peg.1635|AMJ92_04925|,852
bhbd%fig|1703428.3.peg.2923|AMJ92_06600|,849
bhbd%fig|1703771.3.peg.965|AMJ40_03450|,855
bhbd%fig|1703773.3.peg.1001|AMJ71_00225|,855
bhbd%fig|1703774.3.peg.1833|AMJ82_00745|,855
bhbd%fig|1703781.3.peg.1317|AMJ46_07070|,852
bhbd%fig|1720195.3.peg.2071|,846
bhbd%fig|1720199.3.peg.1381|,843
bhbd%fig|1720298.3.peg.941|,837
bhbd%fig|1734396.3.peg.2249|APF81_11565|,846
bhbd%fig|1734396.3.peg.3384|APF81_04865|,846
bhbd%fig|1734400.3.peg.697|APF79_07150|,852
bhbd%fig|1735114.3.peg.2435|,849
bhbd%fig|1735114.3.peg.279|,903
bhbd%fig|1735324.3.peg.897|APR62_12590|,858
bhbd%fig|1736.3.peg.449|,840
bhbd%fig|1736.8.peg.3682|ACH52_3487|,840
bhbd%fig|1756148.3.peg.1084|ATB95_05295|,894
bhbd%fig|1756150.3.peg.2399|ATB96_18380|,894
bhbd%fig|1766203.3.peg.197|,846
bhbd%fig|1768113.3.peg.1175|AUK63_1615|,837
bhbd%fig|1768114.3.peg.1435|F083_1953|,837
bhbd%fig|1768114.3.peg.2441|F083_2437|,837
bhbd%fig|177437.4.peg.1073|HRM2_10050|VBIDesAut25181_1073|,849
bhbd%fig|177437.4.peg.1715|HRM2_16080|VBIDesAut25181_1715|,849
bhbd%fig|190304.8.peg.1584|FN1019|VBIFusNuc122357_1584|,840
bhbd%fig|195102.6.peg.2368|CPE2297|VBICloPer59675_2368|,849
bhbd%fig|195103.10.peg.2484|CPF_2581|VBICloPer106549_2484|,849
bhbd%fig|212717.8.peg.2511|CTC02423|VBICloTet101274_2511|,849
bhbd%fig|215803.3.peg.4840|DB30_5438|,849
bhbd%fig|242619.8.peg.997|PG1080|VBIPorGin134034_0997|,846
bhbd%fig|245014.3.peg.336|CK3_18890|VBIButBac106850_0336|,840
bhbd%fig|246194.6.peg.1234|CHY_1292|VBICarHyd26463_1234|,855
bhbd%fig|246194.6.peg.1536|CHY_1603|VBICarHyd26463_1536|,852
bhbd%fig|253.12.peg.395|,1131
bhbd%fig|253.12.peg.3309|,894
bhbd%fig|269799.8.peg.1758|Gmet_1717|VBIGeoMet55070_1758|,846
bhbd%fig|269799.8.peg.2115|Gmet_2072|VBIGeoMet55070_2115|,846
bhbd%fig|272562.8.peg.2898|CA_C2708|VBICloAce74127_2898|,849
bhbd%fig|272563.120.peg.1098|CDIF630_01198|,846
bhbd%fig|272563.8.peg.1110|CD1058|VBICloDif38397_1110|,846
bhbd%fig|272564.6.peg.2800|Dhaf_2693|VBIDesHaf15223_2800|,840
bhbd%fig|272564.6.peg.2979|Dhaf_2864|VBIDesHaf15223_2979|,840
bhbd%fig|273068.5.peg.548|TTE0548|VBITheTen82880_0548|,846
bhbd%fig|28115.8.peg.1591|HQ47_07900|,816
bhbd%fig|28115.9.peg.689|HR11_03555|,816
bhbd%fig|289380.15.peg.2224|CPR_2283|VBICloPer122123_2224|,849
bhbd%fig|290402.41.peg.335|Cbei_0325|VBICloBei69853_0335|,849
bhbd%fig|292800.3.peg.3239|ERS852411_02729|,930
bhbd%fig|292800.4.peg.2194|ERS852504_02019|,852
bhbd%fig|292800.5.peg.1356|ERS852518_01222|,852
bhbd%fig|292800.6.peg.3392|ERS852544_03107|,852
bhbd%fig|29363.3.peg.2515|ERS852472_02533|,849
bhbd%fig|29363.4.peg.3224|ERS852567_03279|,849
bhbd%fig|293826.6.peg.4657|VBIAlkMet61848_4657|,846
bhbd%fig|29522.4.peg.1367|VBIBraAal129139_1367|,840
bhbd%fig|301301.13.peg.882|ERS852391_00858|,873
bhbd%fig|301302.3.peg.22|ERS852420_00023|,873
bhbd%fig|301302.4.peg.556|M72_03271|,873
bhbd%fig|304766.4.peg.1279|VBISedSp35612_1279|,852
bhbd%fig|33029.3.peg.1777|HMPREF3224_01782|,843
bhbd%fig|33036.3.peg.1465|HMPREF3200_01481|,843
bhbd%fig|33039.13.peg.2496|ERS852577_02436|,873
bhbd%fig|33043.3.peg.562|ERS852386_00552|,873
bhbd%fig|33043.4.peg.521|ERS852575_00515|,873
bhbd%fig|33043.5.peg.1461|ERS852445_01444|,873
bhbd%fig|33043.6.peg.772|ERS852400_00774|,873
bhbd%fig|332101.3.peg.1025|,846
bhbd%fig|332101.3.peg.2501|,846
bhbd%fig|332101.3.peg.2545|,846
bhbd%fig|332101.4.peg.1024|,846
bhbd%fig|332101.4.peg.2499|,846
bhbd%fig|332101.4.peg.2544|,846
bhbd%fig|335541.7.peg.328|Swol_0307|VBISynWol51738_0328|,849
bhbd%fig|335541.7.peg.834|Swol_0791|VBISynWol51738_0834|,849
bhbd%fig|335541.7.peg.1243|Swol_1171|VBISynWol51738_1243|,852
bhbd%fig|335541.7.peg.1593|Swol_1485|VBISynWol51738_1593|,855
bhbd%fig|335541.7.peg.2089|Swol_1935|VBISynWol51738_2089|,840
bhbd%fig|335541.7.peg.2200|Swol_2030|VBISynWol51738_2200|,855
bhbd%fig|345632.6.peg.1928|,846
bhbd%fig|345632.6.peg.3333|,846
bhbd%fig|349161.6.peg.1646|Dred_1493|VBIDesRed82656_1646|,855
bhbd%fig|349161.6.peg.1953|Dred_1780|VBIDesRed82656_1953|,855
bhbd%fig|349161.6.peg.2073|Dred_1890|VBIDesRed82656_2073|,900
bhbd%fig|350688.5.peg.95|Clos_0088|VBIAlkOre124042_0095|,843
bhbd%fig|351605.6.peg.3247|Gura_3042|VBIGeoUra13052_3247|,846
bhbd%fig|360807.4.peg.1311|ERS852444_01275|,873
bhbd%fig|360807.5.peg.1150|ERS852392_01102|,873
bhbd%fig|360807.6.peg.3397|RIL183_09111|,873
bhbd%fig|367459.5.peg.36|CdifQ_04001162|VBICloDif104613_0036|,846
bhbd%fig|36849.3.peg.4342|OXPF_41060|,849
bhbd%fig|36875.3.peg.1273|HQ43_06410|,813
bhbd%fig|36875.4.peg.702|HQ29_03570|,843
bhbd%fig|37659.3.peg.372|,849
bhbd%fig|378794.3.peg.3|,849
bhbd%fig|378794.3.peg.702|,855
bhbd%fig|378794.3.peg.1526|,849
bhbd%fig|378794.3.peg.1622|,840
bhbd%fig|378794.3.peg.1866|,852
bhbd%fig|378794.3.peg.2132|,855
bhbd%fig|378794.3.peg.2524|,855
bhbd%fig|378794.3.peg.2728|,849
bhbd%fig|378794.3.peg.2958|,852
bhbd%fig|381802.4.peg.835|BRSU_0832|,843
bhbd%fig|386415.7.peg.1978|NT01CX_0470|VBICloNov112828_1978|,849
bhbd%fig|386415.7.peg.2107|NT01CX_0604|VBICloNov112828_2107|,846
bhbd%fig|391606.3.peg.2220|CDSM653_879|VBICarPac114674_2220|,846
bhbd%fig|393480.8.peg.434|FNP_0791|VBIFusNuc113593_0434|,840
bhbd%fig|393921.5.peg.1641|HQ45_07850|,846
bhbd%fig|393921.6.peg.22|HQ38_00130|,846
bhbd%fig|394096.3.peg.1589|DB31_5107|,849
bhbd%fig|39488.3.peg.882|ERS852450_00846|,840
bhbd%fig|39488.4.peg.2664|ERS852578_02528|,840
bhbd%fig|39490.3.peg.2358|ERS852448_02269|,840
bhbd%fig|39491.11.peg.323|ERS852417_00326|,873
bhbd%fig|39491.12.peg.2082|ERS852497_02092|,873
bhbd%fig|39491.13.peg.2356|ERS852580_02305|,873
bhbd%fig|39491.14.peg.538|T1815_07171|,873
bhbd%fig|397287.3.peg.4086|C807_03745|VBILacBac6013_4086|,840
bhbd%fig|397288.3.peg.4404|C806_04040|VBILacBac53185_4404|,840
bhbd%fig|397290.3.peg.5539|C810_05001|VBILacBac125969_5539|,840
bhbd%fig|397291.3.peg.2953|C804_02865|VBILacBac34722_2953|,843
bhbd%fig|401526.3.peg.1099|TcarDRAFT_1840|VBITheCar126673_1099|,858
bhbd%fig|401526.3.peg.2229|TcarDRAFT_0729|VBITheCar126673_2229|,861
bhbd%fig|404380.4.peg.1454|Gbem_1461|VBIGeoBem56306_1454|,849
bhbd%fig|404380.4.peg.2785|Gbem_2834|VBIGeoBem56306_2785|,846
bhbd%fig|410072.3.peg.132|ERS852389_00129|,873
bhbd%fig|410072.4.peg.2256|ERS852574_02198|,873
bhbd%fig|410072.5.peg.676|ERS852525_00654|,873
bhbd%fig|410072.6.peg.1847|ERS852481_01792|,873
bhbd%fig|411463.4.peg.2408|EUBVEN_02383|VBIEubVen137708_2408|,873
bhbd%fig|411469.3.peg.62|EUBHAL_00072|VBIEubHal63356_0062|,840
bhbd%fig|411471.5.peg.2493|SUBVAR_02946|VBISubVar43595_2493|,873
bhbd%fig|411471.5.peg.3229|VBISubVar43595_3229|,873
bhbd%fig|411472.5.peg.481|CLOSYM_00507|VBICloSym92396_0481|,837
bhbd%fig|411474.6.peg.2034|COPEUT_01273|VBICopEut84706_2034|,873
bhbd%fig|411475.3.peg.2650|HMPREF0372_03069|VBIFlaPla131535_2650|,930
bhbd%fig|411483.3.peg.1551|FAEPRAA2165_01580|VBIFaePra59507_1551|,873
bhbd%fig|411484.7.peg.1376|CLOSS21_00848|VBICloSp52530_1376|,840
bhbd%fig|411485.10.peg.2171|FAEPRAM212_02806|VBIFaePra13114_2171|,873
bhbd%fig|411486.3.peg.3034|CLOM621_03643|VBICloSp113771_3034|,837
bhbd%fig|411489.7.peg.666|CLOL250_00055|VBICloSp41567_0666|,873
bhbd%fig|411490.6.peg.343|ANACAC_00254|VBIAnaCac18038_0343|,840
bhbd%fig|413999.7.peg.3179|CBO3201|VBICloBot22612_3179|,831
bhbd%fig|414750.3.peg.2439|AB849_11155|,864
bhbd%fig|428127.7.peg.1750|EUBDOL_02012|VBIEubDol123937_1750|,840
bhbd%fig|431943.8.peg.506|CKL_0458|VBICloKlu111549_0506|,849
bhbd%fig|431947.7.peg.1168|PGN_1176|VBIPorGin26334_1168|,846
bhbd%fig|441770.6.peg.3135|CLB_3237|VBICloBot110701_3135|,831
bhbd%fig|441771.6.peg.3024|CLC_3111|VBICloBot19727_3024|,831
bhbd%fig|441772.13.peg.3250|CLI_3340|VBICloBot15611_3250|,831
bhbd%fig|443143.4.peg.1284|GM18_1286|VBIGeoSp68312_1284|,846
bhbd%fig|443143.4.peg.2690|GM18_2693|VBIGeoSp68312_2690|,846
bhbd%fig|443144.3.peg.1345|GM21_1379|VBIGeoSp56140_1345|,846
bhbd%fig|443144.3.peg.2699|GM21_2793|VBIGeoSp56140_2699|,849
bhbd%fig|445334.5.peg.3093|CPC_2614|VBICloPer103972_3093|,849
bhbd%fig|445335.4.peg.1692|CBN_3247|VBICloBot30358_1692|,831
bhbd%fig|445336.4.peg.2247|CBB_3497|VBICloBot44891_2247|,831
bhbd%fig|445337.5.peg.510|CBC_0832|VBICloBot5690_0510|,846
bhbd%fig|445337.5.peg.680|CBC_0655|VBICloBot5690_0680|,849
bhbd%fig|445971.6.peg.1135|ANASTE_01222|VBIAnaSte97905_1135|,837
bhbd%fig|445972.6.peg.3836|ANACOL_04419|VBIAnaCol135235_3836|,843
bhbd%fig|447214.4.peg.3039|CBY_3045|VBICloBut117397_3039|,849
bhbd%fig|451754.5.peg.2944|AC1_2855|VBICloPer46771_2944|,849
bhbd%fig|451755.5.peg.827|AC3_2911|VBICloPer82820_0827|,849
bhbd%fig|451756.6.peg.1023|AC5_2690|VBICloPer69736_1023|,849
bhbd%fig|451757.5.peg.1254|AC7_2602|VBICloPer21751_1254|,849
bhbd%fig|455631.3.peg.2835|CdifQC_020100004820|VBICloDif70334_2835|,846
bhbd%fig|457396.3.peg.2029|CSBG_00192|VBICloSp2015_2029|,843
bhbd%fig|457402.3.peg.1218|HMPREF0984_01209|VBIEubSp145555_1218|,840
bhbd%fig|457403.8.peg.682|HMPREF0401_00679|VBIFusNuc61405_0682|,840
bhbd%fig|457404.3.peg.1953|HMPREF0402_01945|VBIFusSp128562_1953|,840
bhbd%fig|457404.5.peg.2161|HMPREF0402_01945|VBIFusUlc128562_2161|,840
bhbd%fig|457405.10.peg.780|VBIFusNuc299184_0780|,840
bhbd%fig|457405.3.peg.186|FSDG_00445|VBIFusSp38687_0186|,840
bhbd%fig|457405.9.peg.448|VBIFusNuc299184_0448|,840
bhbd%fig|457422.3.peg.5123|HMPREF9022_04898|VBIEryBac90921_5123|,840
bhbd%fig|457570.14.peg.1922|Nther_1876|VBINatThe92436_1922|,846
bhbd%fig|467210.3.peg.1599|HMPREF1866_01613|,837
bhbd%fig|469599.3.peg.272|FSAG_00351|VBIFusSp41726_0272|,840
